BdprotoID,SourceLanguageName,SourceLanguageFamily,Phoneme,PhonemeNotes,Allophone,AllophoneNotes,SpecificDialect,Variants,LowconfidencePhonemic,LowconfidencePhonetic,LanguageName,LanguageFamily,LanguageFamilyRoot,Glottocode,Type,Macroarea,Dates,DatesSource,InventoryType,TimeDepth,TimeDepthYBP,Homeland,HomelandSource,BibtexKey,Source,Comments,PhonemeNFD
1061,AFRO-ASIATIC,Afro-Asiatic,cʼ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,cʼ
1061,AFRO-ASIATIC,Afro-Asiatic,d,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,d
1061,AFRO-ASIATIC,Afro-Asiatic,ɟ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɟ
1061,AFRO-ASIATIC,Afro-Asiatic,dɮ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,dɮ
1061,AFRO-ASIATIC,Afro-Asiatic,e,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,e
1061,AFRO-ASIATIC,Afro-Asiatic,eː,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,eː
1061,AFRO-ASIATIC,Afro-Asiatic,f,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,f
1061,AFRO-ASIATIC,Afro-Asiatic,ɡ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɡ
1061,AFRO-ASIATIC,Afro-Asiatic,ɣ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɣ
1061,AFRO-ASIATIC,Afro-Asiatic,ɣʷ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɣʷ
1061,AFRO-ASIATIC,Afro-Asiatic,ɡʷ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɡʷ
1061,AFRO-ASIATIC,Afro-Asiatic,h,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,h
1061,AFRO-ASIATIC,Afro-Asiatic,ɬ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɬ
1061,AFRO-ASIATIC,Afro-Asiatic,i,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,i
1061,AFRO-ASIATIC,Afro-Asiatic,iː,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,iː
1061,AFRO-ASIATIC,Afro-Asiatic,j,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,j
1061,AFRO-ASIATIC,Afro-Asiatic,k,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,k
1061,AFRO-ASIATIC,Afro-Asiatic,kʼ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,kʼ
1061,AFRO-ASIATIC,Afro-Asiatic,kʷ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,kʷ
1061,AFRO-ASIATIC,Afro-Asiatic,kʷʼ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,kʷʼ
1061,AFRO-ASIATIC,Afro-Asiatic,l,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,l
1061,AFRO-ASIATIC,Afro-Asiatic,m,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,m
1061,AFRO-ASIATIC,Afro-Asiatic,n,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,n
1061,AFRO-ASIATIC,Afro-Asiatic,ɲ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɲ
1061,AFRO-ASIATIC,Afro-Asiatic,o,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,o
1061,AFRO-ASIATIC,Afro-Asiatic,oː,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,oː
1061,AFRO-ASIATIC,Afro-Asiatic,p,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,p
1061,AFRO-ASIATIC,Afro-Asiatic,pʼ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,pʼ
1061,AFRO-ASIATIC,Afro-Asiatic,r,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,r
1061,AFRO-ASIATIC,Afro-Asiatic,s,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,s
1061,AFRO-ASIATIC,Afro-Asiatic,sʼ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,sʼ
1061,AFRO-ASIATIC,Afro-Asiatic,t,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,t
1061,AFRO-ASIATIC,Afro-Asiatic,tʼ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,tʼ
1061,AFRO-ASIATIC,Afro-Asiatic,tɬʼ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,tɬʼ
1061,AFRO-ASIATIC,Afro-Asiatic,u,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,u
1061,AFRO-ASIATIC,Afro-Asiatic,uː,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,uː
1061,AFRO-ASIATIC,Afro-Asiatic,w,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,w
1061,AFRO-ASIATIC,Afro-Asiatic,x,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,x
1061,AFRO-ASIATIC,Afro-Asiatic,xʷ,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,xʷ
1061,AFRO-ASIATIC,Afro-Asiatic,z,NA,NA,NA,NA,NA,NA,NA,Proto-Afro-Asiatic,Afro-Asiatic,Afro-Asiatic,afro1255,Reconstructed,Africa,NA,NA,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,NA,NA,ehret1995reconstructing,BDPROTO,NA,z
1097,ALGONQUIAN,"North-American, Almosan",ʃ,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ʃ
1097,ALGONQUIAN,"North-American, Almosan",a,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,a
1097,ALGONQUIAN,"North-American, Almosan",aː,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,aː
1097,ALGONQUIAN,"North-American, Almosan",e,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,e
1097,ALGONQUIAN,"North-American, Almosan",eː,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,eː
1097,ALGONQUIAN,"North-American, Almosan",h,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,h
1097,ALGONQUIAN,"North-American, Almosan",ɬ,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,ɬ
1097,ALGONQUIAN,"North-American, Almosan",i,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,i
1097,ALGONQUIAN,"North-American, Almosan",iː,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,iː
1097,ALGONQUIAN,"North-American, Almosan",j,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,j
1097,ALGONQUIAN,"North-American, Almosan",k,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,k
1097,ALGONQUIAN,"North-American, Almosan",l,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,l
1097,ALGONQUIAN,"North-American, Almosan",m,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,m
1097,ALGONQUIAN,"North-American, Almosan",n,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,n
1097,ALGONQUIAN,"North-American, Almosan",o,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,o
1097,ALGONQUIAN,"North-American, Almosan",oː,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,oː
1097,ALGONQUIAN,"North-American, Almosan",p,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,p
1097,ALGONQUIAN,"North-American, Almosan",s,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,s
1097,ALGONQUIAN,"North-American, Almosan",t,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,t
1097,ALGONQUIAN,"North-American, Almosan",w,NA,NA,NA,NA,NA,NA,NA,Proto-Algonquian,Algic,Algonquian,algo1256,Reconstructed,North America,NA,NA,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,NA,NA,ehret1995reconstructing,BDPROTO,NA,w
1053,ALTAIC,"Ural-Altaic, Altaic",ɘ,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,ɘ
1053,ALTAIC,"Ural-Altaic, Altaic",ɘː,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,ɘː
1053,ALTAIC,"Ural-Altaic, Altaic",ŋ,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,ŋ
1053,ALTAIC,"Ural-Altaic, Altaic",a,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,a
1053,ALTAIC,"Ural-Altaic, Altaic",aː,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,aː
1053,ALTAIC,"Ural-Altaic, Altaic",b,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,b
1053,ALTAIC,"Ural-Altaic, Altaic",d,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,d
1053,ALTAIC,"Ural-Altaic, Altaic",d̠ʒ,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,d̠ʒ
1053,ALTAIC,"Ural-Altaic, Altaic",e,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,e
1053,ALTAIC,"Ural-Altaic, Altaic",eː,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,eː
1053,ALTAIC,"Ural-Altaic, Altaic",ɡ,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,ɡ
1053,ALTAIC,"Ural-Altaic, Altaic",i,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,i
1053,ALTAIC,"Ural-Altaic, Altaic",iː,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,iː
1053,ALTAIC,"Ural-Altaic, Altaic",ɨ,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,ɨ
1053,ALTAIC,"Ural-Altaic, Altaic",ɨː,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,ɨː
1053,ALTAIC,"Ural-Altaic, Altaic",j,NA,NA,NA,NA,NA,NA,NA,Proto-Altaic,Altaic,Altaic,NA,Reconstructed,Eurasia,NA,NA,all,6th millenium BC (kuzmina2007origin),7000,NA,NA,bomhard1990,BDPROTO,NA,j
